1883,"[{'Li', 'Tl', 'Na', np.str_('K'), 'Cs', np.str_('Rb'), 'Ag'}, {'Li', 'K', 'Na'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'I', 'Cl'}, {'Pt', 'Pd'}, {'Sn', 'Th', 'Si', 'Zr', 'Ti'}, {'Ru', 'Os', 'Ir'}, {'W', 'U', 'Mo'}, {'Bi', 'In', 'B', 'Al', 'Au'}, {'P', 'Sb', 'As'}, {'Pr', 'Nd'}, {'Ta', 'Nb'}, {'Ni', 'Zn', np.str_('Cu'), 'Cd', np.str_('Mg')}, {'Ba', 'Sr', np.str_('Ca')}, {'Cs', np.str_('Rb')}, {np.str_('Cr'), np.str_('Rh')}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {np.str_('Y'), 'Er', 'La'}, {np.str_('Be'), 'Mn', np.str_('Cu'), np.str_('Pb')}, {'Cs', np.str_('Rb'), 'Tl'}, {'Br', 'I', 'Cl', 'H'}, {np.str_('Ga'), np.str_('Ce')}]"
1884,"[{'Pr', 'Nd'}, {'Fe', np.str_('Mn'), 'Co'}, {'Ba', 'Sr', 'Ca'}, {'Pt', 'Pd'}, {'Zr', 'Ti', 'Si', 'Th'}, {'W', np.str_('U'), 'Mo'}, {'P', np.str_('Sb'), 'As'}, {'Ta', 'Nb'}, {'O', 'C', 'H'}, {'O', 'Br', 'C', 'H', 'N'}, {'S', 'O', 'C', 'H', 'N'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Cs', 'Rb', 'Tl'}, {'Br', np.str_('I'), 'Cl'}, {np.str_('V'), np.str_('Bi')}, {np.str_('Os'), np.str_('Ir')}, {np.str_('Ni'), np.str_('Cd'), np.str_('Zn')}, {np.str_('Hg'), np.str_('Cu'), np.str_('Pb')}, {np.str_('Ga'), np.str_('In'), 'B', np.str_('Sc'), np.str_('Al'), np.str_('Au')}, {'La', 'Pr', 'Nd'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'K', 'Na'}, {'B', np.str_('Au'), np.str_('In'), np.str_('Al')}, {'O', 'C', 'N', 'H'}, {'Te', 'Se'}]"
1885,"[{'Pt', 'Pd'}, {'Ni', 'Zn', np.str_('Cu'), np.str_('Co'), 'Cd', np.str_('Mg')}, {'P', 'As'}, {'P', 'Sb', 'As'}, {'Ta', 'Nb'}, {'Br', np.str_('I'), 'Cl'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {np.str_('Sn'), 'Th', 'Si', 'Zr', 'Ti'}, {'W', 'U', 'Mo'}, {'Os', 'Ru'}, {'K', 'Na'}, {'Cs', 'Rb'}, {'Sm', 'Yb', 'Pr', 'Nd'}, {'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Y', 'Pr', 'Nd'}, {np.str_('Ba'), np.str_('Mg'), np.str_('Sr'), np.str_('Ca')}, {'K', 'Cs', 'Rb', 'Na'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {np.str_('B'), np.str_('Au'), 'In', np.str_('Al')}, {np.str_('Ga'), np.str_('Sc')}, {np.str_('Cr'), 'Rh'}, {'Tm', 'Eu', 'Yb', 'Sm', 'Y', 'Pr', 'Nd'}, {'Li', 'Ag', np.str_('Hg'), 'Tl'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N'}]"
1886,"[{'Ta', 'Nb'}, {'O', 'C', 'N', 'H'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'I', 'Cl'}, {'P', np.str_('Sb'), 'As'}, {'Zr', 'Ti', 'Si', 'Th'}, {'K', 'Na'}, {'Pt', 'Pd'}, {'Ni', np.str_('Zn'), np.str_('Cu'), np.str_('Cd'), np.str_('Co')}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Au', 'In', 'Al'}, {'Sm', 'Yb', 'Pr', 'Nd'}, {np.str_('Tm'), np.str_('Eu'), 'Yb', 'Sm', 'Y', 'Pr', 'Nd'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Cs', 'Rb', 'Tl'}, {'Os', 'Ir'}, {np.str_('Tm'), np.str_('Eu'), 'Yb', 'Sm', 'Y', 'Ce', 'Pr', 'Nd'}, {'W', 'U', 'Mo'}, {'O', 'C', 'H'}, {'Cr', np.str_('Rh')}, {'Cs', 'Rb'}, {'Te', 'S', 'Se'}, {'P', 'As'}, {np.str_('Fe'), 'Mn'}, {np.str_('Er'), np.str_('Hg'), 'F'}]"
1887,"[{'Sm', 'Yb', 'Pr', 'Nd'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Ni', 'Zn', 'Ba', 'Co', 'Cd', 'Mg', 'Ca', 'Sr'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Mg'}, {'Pt', 'Pd'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'I', 'Cl'}, {'Br', 'Cl', 'H', 'N', 'I'}, {'P', 'As'}, {'Cs', 'Rb', 'Tl'}, {'K', 'Na'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Ta', 'Nb'}, {np.str_('Al'), 'B'}, {'P', np.str_('Sb'), 'As'}, {np.str_('Zr'), np.str_('Ti'), np.str_('Si'), np.str_('Th')}, {'Ru', 'Os', np.str_('Ir')}, {'W', 'U', 'Mo'}, {'S', 'O', 'C', 'H', 'N'}, {'Tm', 'La', 'Eu', 'Yb', 'Sm', np.str_('Y'), 'Ce', 'Pr', 'Nd'}, {'Cr', 'Rh'}, {'Br', 'N', 'Cl', 'H'}, {'Te', 'Se'}, {np.str_('Hg'), np.str_('Pb')}]"
1888,"[{'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Y', 'Ce', 'Pr', np.str_('Nd')}, {'Ba', 'Sr', 'Ca'}, {'W', 'Mo'}, {'Zr', 'Ti', 'Si', 'Th'}, {'S', 'O', 'C', 'H', 'N'}, {'Br', 'I', 'Cl'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Ta', 'Nb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'K', 'Na'}, {np.str_('Al'), np.str_('B')}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Cd'), np.str_('Mg')}, {'Fe', 'Cr', 'Co', 'Rh'}, {'Pt', 'Pd'}, {'O', 'C'}, {np.str_('P'), np.str_('Sb'), 'As'}, {np.str_('P'), 'As'}, {np.str_('Te'), 'Se'}, {'Sm', 'Pr', np.str_('Nd')}, {'Sm', 'Yb', 'Pr', np.str_('Nd')}, {np.str_('Os'), 'Ir'}, {'O', 'C', 'S'}]"
1889,"[{'Ta', 'Nb'}, {'O', 'C'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'I', 'Cl'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'K', 'Na'}, {'Pt', 'Pd'}, {'Zr', 'Ti', 'Si', 'Th'}, {'W', np.str_('U'), 'Mo'}, {np.str_('Tm'), np.str_('Eu'), np.str_('Yb'), np.str_('Sm'), np.str_('Y'), 'Pr', np.str_('Nd')}, {np.str_('Cr'), np.str_('Rh')}, {np.str_('Mg'), 'Ni', np.str_('Cd'), np.str_('Zn')}, {'Li', 'Tl', 'Na', 'K', 'Ag'}, {np.str_('P'), np.str_('Bi'), np.str_('As'), np.str_('Sb')}, {'Li', 'K', 'Na'}, {np.str_('Ba'), np.str_('Sr'), np.str_('Ca')}, {'Ni', np.str_('Zn'), 'Co', np.str_('Cd'), np.str_('Fe'), np.str_('Mg')}, {'Cs', 'Rb', 'Tl'}, {np.str_('Al'), np.str_('B')}, {'W', 'Mo'}, {'Tl', 'Cs', 'Rb', 'Ag'}, {np.str_('P'), np.str_('Sb'), np.str_('As')}, {np.str_('Ru'), np.str_('Os'), np.str_('Ir')}, {np.str_('La'), np.str_('Ce'), np.str_('Ga'), np.str_('Sc')}, {'Br', 'Cl'}, {np.str_('Mn'), np.str_('Pb')}]"
1890,"[{'Ta', 'Nb'}, {'W', 'Mo', 'U'}, {'Th', 'Si', 'Zr', 'U', 'Ti'}, {'O', 'C'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Os', 'Ru'}, {'Pt', 'Pd'}, {'Ni', 'Zn', 'Cu', np.str_('Ba'), 'Cd', np.str_('Co'), np.str_('Mg'), np.str_('Ca'), np.str_('Sr')}, {'P', 'Sb', 'As'}, {np.str_('Tm'), np.str_('La'), np.str_('Eu'), 'Yb', 'Sm', 'Y', np.str_('Ce'), 'Pr', 'Nd'}, {'In', 'Sc', np.str_('Tm'), np.str_('La'), np.str_('Eu'), np.str_('Yb'), np.str_('Sm'), np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {'Li', 'Cs', 'Rb', 'Tl'}, {'K', 'Na'}, {np.str_('Fe'), np.str_('Cr'), np.str_('Rh')}, {'Ba', np.str_('Mg'), np.str_('Sr'), np.str_('Ca')}, {'O', 'C', 'N', 'H'}, {'Br', 'Cl', 'H', 'N', 'I'}, {np.str_('Cr'), np.str_('Al'), np.str_('B'), np.str_('Rh')}, {'W', 'Mo'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', np.str_('Ag')}, {np.str_('Tm'), np.str_('Eu'), 'Yb', 'Sm', 'Y', np.str_('Ce'), 'Pr', 'Nd'}, {'Te', 'Se'}, {'Br', 'I', 'Cl', 'H'}, {'P', 'As'}]"
1891,"[{'Cs', 'Rb'}, {'K', 'Na'}, {'P', 'Sb', 'As'}, {'O', np.str_('Br'), 'C', 'Cl', 'H', 'N'}, {'O', 'C'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Tm', np.str_('La'), 'Eu', 'Yb', 'Sm', 'Y', 'Ce', 'Pr', 'Nd'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Cr', 'Rh', 'Ir'}, {'W', 'Mo', 'U'}, {'Sn', 'Th', 'Ge', 'Si', 'Zr', 'Ti'}, {'Pt', np.str_('Pd')}, {'B', 'Bi', 'In', np.str_('Al')}, {np.str_('Li'), np.str_('Tl'), 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'O', 'C', 'N', 'H'}, {'Zr', 'Ti', 'Sn', 'Si'}, {np.str_('Ni'), 'Zn', 'Cu', 'Co', np.str_('Cd'), 'Mg'}, {'Ta', 'Nb'}, {'Zn', 'Mg', np.str_('Cd'), 'Cu'}, {'Te', np.str_('Os'), 'Se'}, {'Be', 'Mn', np.str_('Pb')}, {np.str_('Ga'), 'Bi', 'In', 'B', np.str_('Al')}]"
1892,"[{np.str_('B'), 'In', 'Al'}, {'W', 'Mo'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Fe', np.str_('Cr'), 'Co', np.str_('Rh')}, {'O', 'C'}, {'S', 'O', 'Se', 'C', 'H', 'N'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'Cl'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'K', 'Na'}, {'Zn', 'Cd', np.str_('Cu')}, {'Th', np.str_('Ge'), np.str_('Si'), 'Zr', np.str_('Ti')}, {np.str_('Tm'), np.str_('Eu'), np.str_('Yb'), np.str_('Sm'), np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {np.str_('P'), np.str_('Sb'), 'As'}, {'P', np.str_('As')}, {'Ta', 'Nb'}, {'O', 'C', 'N', 'H'}, {'Pt', 'Pd'}, {'Li', 'K', 'Na'}, {np.str_('Os'), 'Ru'}, {np.str_('Ga'), np.str_('Sc')}, {'O', 'C', 'H'}]"
1893,"[{'Au', 'Er'}, {'Pt', 'Pd'}, {'Cr', 'Al', 'B', 'Rh'}, {'Ba', 'Sr', 'Ca'}, {'Li', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Br', np.str_('I'), 'Cl'}, {'O', 'C'}, {'Cr', 'Rh', np.str_('Ir')}, {'Zr', 'Ti', 'Si', 'Th'}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Co'), np.str_('Cd'), np.str_('Fe'), np.str_('Mg')}, {'P', np.str_('Sb'), np.str_('As')}, {np.str_('Ta'), 'Nb'}, {np.str_('Sc'), np.str_('Tm'), np.str_('La'), np.str_('Eu'), np.str_('Yb'), np.str_('Sm'), 'Y', np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {'Cr', 'Al', 'B'}, {'O', 'C', 'Cl', 'H', 'N'}, {'K', 'Na'}, {'W', np.str_('Mo'), np.str_('U')}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Li', 'K', 'Na', 'Ag'}, {'Cs', 'Rb'}, {'Li', 'K', 'Na'}, {'Te', np.str_('Ru')}, {np.str_('Hg'), np.str_('Pb')}]"
1894,"[{'In', 'Al'}, {'Ta', 'Nb'}, {'P', 'As'}, {'Fe', 'Cr', 'Rh'}, {'W', 'Mo'}, {'P', 'Sb', 'As'}, {'Pt', 'Pd'}, {'Ba', np.str_('Mg'), 'Sr', 'Ca'}, {'O', 'C'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', np.str_('I'), 'Cl'}, {'Cs', np.str_('Rb')}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {np.str_('Zn'), 'Ni', np.str_('Cd'), np.str_('Cu')}, {np.str_('Th'), np.str_('Ge'), np.str_('Si'), np.str_('Zr'), np.str_('Ti')}, {np.str_('Tm'), np.str_('La'), np.str_('Eu'), np.str_('Yb'), np.str_('Sm'), np.str_('Y'), 'Ce', np.str_('Pr'), np.str_('Nd')}, {np.str_('Sn'), np.str_('Pb')}, {'W', 'U', 'Mo'}, {'Li', 'K', 'Na', 'Ag'}, {'Os', 'Ru'}, {np.str_('Zr'), np.str_('Ti'), np.str_('Si'), np.str_('Th')}, {np.str_('Te'), 'Se'}, {'B', 'Bi', 'In', 'Al'}, {'Au', np.str_('Er')}, {np.str_('Hg'), np.str_('Pb')}]"
1895,"[{'P', 'Sb', 'As'}, {'O', 'C'}, {'Br', 'C', 'Cl', 'H', 'N'}, {'W', 'Mo'}, {'Pt', 'Pd'}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Cd'), 'Co'}, {'Cr', 'Rh', 'Ir'}, {'Al', 'B'}, {'Ta', 'Nb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Tm', np.str_('Eu'), np.str_('Yb'), 'Sm', 'Y', 'Ce', 'Pr', 'Nd'}, {'Ni', np.str_('Zn'), np.str_('Cu'), np.str_('Co'), np.str_('Cd'), np.str_('Fe')}, {np.str_('Sn'), np.str_('Th'), np.str_('Si'), np.str_('Zr'), np.str_('Ti')}, {np.str_('S'), 'O', np.str_('Se'), 'Br', 'C', 'Cl', 'H', 'N'}, {'P', 'As'}, {'K', 'Na'}, {'Li', 'K', 'Na'}, {np.str_('Ba'), np.str_('Sr'), 'Ca'}, {'Cs', 'Rb'}, {np.str_('Be'), np.str_('Pb')}, {np.str_('Os'), np.str_('Ru')}, {'Sm', np.str_('Yb'), 'Pr', 'Nd'}, {'O', 'C', 'H'}, {'Au', 'Ga', np.str_('In')}]"
1896,"[{'Ta', 'Nb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'K', 'Na'}, {'Br', 'N', 'Cl', 'H'}, {'O', 'C', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N'}, {'Sn', 'Pb'}, {'Pt', 'Pd'}, {'Fe', 'Ni', 'Co'}, {'P', 'Sb', 'As'}, {'W', 'Mo'}, {'Cr', 'Rh', 'Ir'}, {'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Y', 'Ce', 'Pr', 'Nd'}, {'Sm', 'Yb', 'Pr', 'Nd'}, {np.str_('Zr'), np.str_('Ti'), np.str_('Si'), np.str_('Th')}, {'Ni', 'Zn', np.str_('Cu'), np.str_('Cd'), 'Mg'}, {'Au', 'Ga', 'In'}, {'Ba', np.str_('Sr'), 'Ca'}, {'Cs', 'Rb'}, {'Rh', 'Ir'}, {'Os', 'Ru'}, {np.str_('V'), np.str_('B')}]"
1897,"[{np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Ba'), np.str_('Cd'), np.str_('Co'), np.str_('Mg'), np.str_('Ca'), np.str_('Sr')}, {'Ba', 'Mg', 'Sr', np.str_('Ca')}, {'Pt', 'Pd'}, {np.str_('Zr'), 'Ti', 'Si', 'Th'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'P', 'Sb', 'As'}, {'O', 'C', 'H'}, {'Cs', 'Rb'}, {'K', 'Na'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', np.str_('Ag')}, {np.str_('Tm'), 'La', 'Eu', np.str_('Yb'), np.str_('Sm'), 'Y', np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {np.str_('W'), np.str_('Mo')}, {np.str_('Cr'), np.str_('Rh'), np.str_('Ir')}, {'Br', 'N', 'Cl', 'H'}, {np.str_('Sm'), np.str_('Yb'), np.str_('Pr'), np.str_('Nd')}, {'Ta', 'Nb'}, {'Os', 'Ru'}, {'O', 'C', 'N', 'H'}, {np.str_('Zn'), np.str_('Ba'), np.str_('Cd'), np.str_('Mg'), np.str_('Ca'), np.str_('Sr')}, {np.str_('Ga'), np.str_('In')}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Co'), np.str_('Cd'), np.str_('Mg')}, {'Sn', np.str_('Pb')}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'V', 'Bi'}]"
1898,"[{'Sm', 'Pr', 'Nd'}, {'W', 'Mo'}, {'Th', 'Si', 'Zr', 'U', 'Ti'}, {'Zn', 'Ni', np.str_('Cd'), 'Cu'}, {'Ba', np.str_('Sr'), np.str_('Ca')}, {'Pt', 'Pd'}, {'Cs', 'Rb'}, {'O', 'C', 'N', 'H'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'N', 'Cl', 'H'}, {'P', 'Sb', 'As'}, {np.str_('Ta'), 'Nb'}, {np.str_('Au'), np.str_('Ga'), np.str_('In')}, {np.str_('K'), 'Na'}, {np.str_('Cr'), np.str_('Rh'), np.str_('Ir')}, {'Tm', 'La', 'Eu', np.str_('Yb'), 'Sm', 'Y', np.str_('Ce'), 'Pr', 'Nd'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Ni', 'Zn', 'Cu', np.str_('Cd'), np.str_('Mg')}, {np.str_('Os'), 'Ru'}]"
1899,"[{'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'N', 'Cl', 'H'}, {np.str_('P'), 'Sb', 'As'}, {'Ta', 'Nb'}, {'W', 'Mo'}, {'Zr', 'Ti', 'Si', np.str_('Th')}, {'Pt', 'Pd'}, {'Ni', np.str_('Zn'), np.str_('Cu'), 'Co', 'Cd', 'Fe', np.str_('Mg')}, {'Ba', 'Sr', 'Ca'}, {'Cr', 'Rh', 'Ir'}, {'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Y', 'Pr', 'Nd'}, {'Sm', 'Pr', 'Nd'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Cs', 'Rb'}, {np.str_('Zn'), np.str_('Mg'), 'Cd', np.str_('Cu')}, {'N', 'C', 'H'}, {'Mn', 'Pb'}, {'Ga', 'In'}, {'Li', 'K', 'Na', 'Ag'}, {np.str_('V'), 'Au', np.str_('B')}, {'Eu', 'Tm', 'Y'}, {np.str_('Os'), np.str_('Ru')}]"
1900,"[{'Sn', 'Th', 'Si', 'Zr', 'Ti'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Br', 'N', 'Cl', 'H'}, {'Na', 'Tl', np.str_('K'), 'Cs', 'Rb'}, {'Bi', 'Sb', 'As', 'P', 'V'}, {'Ta', 'Nb'}, {'Zr', np.str_('Ti'), 'Si', 'Th'}, {'W', 'Mo'}, {np.str_('Cr'), np.str_('Rh'), np.str_('Ir')}, {'Pt', 'Pd'}, {np.str_('Ni'), 'Zn', 'Cu', np.str_('Co'), 'Cd', np.str_('Mg')}, {'Ba', 'Sr', 'Ca'}, {'Tm', 'Eu', 'Yb', 'Sm', 'Y', 'Pr', 'Nd'}, {'Sm', 'Pr', 'Nd'}, {np.str_('Li'), 'Tl', 'Na', np.str_('K'), 'Cs', 'Rb', 'Ag'}, {'P', 'Sb', 'As'}, {np.str_('K'), 'Na'}, {'Eu', 'Yb', 'Tm', 'Y'}, {'O', 'C'}, {np.str_('Hg'), np.str_('Pb')}, {np.str_('In'), np.str_('Al')}, {'Er', 'Gd'}, {'U', np.str_('Os')}, {'Tm', 'Eu', 'Yb', 'Sm', 'Pr', 'Nd'}, {'Sn', np.str_('Hg'), np.str_('Pb')}]"
1901,"[{'Cs', 'Rb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Er', 'Gd'}, {'Ba', 'Sr', 'Ca'}, {'Fe', 'Ni', 'Zn', 'Co'}, {'Fe', 'Ni', 'Co'}, {'Pt', 'Pd'}, {'Zr', 'Ti', 'Si', 'Th'}, {'Cr', 'Rh'}, {'Br', 'N', 'Cl', 'H'}, {'O', 'C'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'Ta', 'Nb'}, {'P', 'Sb', 'As'}, {'Sm', 'Pr', 'Nd'}, {np.str_('Tm'), 'La', np.str_('Eu'), np.str_('Yb'), 'Sm', np.str_('Y'), np.str_('Ce'), 'Pr', 'Nd'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N', 'I', np.str_('F')}, {'Cr', 'Rh', 'Ir'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'P', 'Sb', 'Bi', 'As'}, {'K', 'Na'}, {np.str_('Os'), np.str_('Ru')}, {'Cu', np.str_('Pb')}, {'W', np.str_('Mo'), 'U'}, {'Au', np.str_('Ga'), np.str_('In')}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Ge', 'Sn'}, {'Sn', np.str_('Pb')}, {'K', 'Na', 'Ag'}]"
1902,"[{'Sm', 'Pr', 'Nd'}, {'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Y', np.str_('Ce'), 'Pr', 'Nd'}, {'P', 'Sb', 'As'}, {'Th', 'Si', 'Zr', 'U', 'Ti'}, {'Pt', 'Pd'}, {'Hg', 'Pb'}, {np.str_('Zn'), 'Ni', 'Co', 'Cd'}, {'Ba', 'Sr', 'Ca'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Mg'}, {'O', 'C', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Br', 'N', 'Cl', 'H'}, {'Br', 'Cl'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Li', np.str_('Tl'), 'K', 'Cs', 'Rb', 'Ag'}, {np.str_('Ge'), np.str_('Sn')}, {np.str_('Cr'), np.str_('Rh'), np.str_('Ir')}, {np.str_('Os'), np.str_('Ru')}, {'O', 'C', 'N', 'H'}, {'W', 'Mo'}, {'Er', 'Gd'}, {'Au', np.str_('Ga'), np.str_('In')}, {'Ta', 'Sb', 'Nb'}, {'Ta', 'Nb'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}]"
1903,"[{'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'P', 'Sb', 'As'}, {np.str_('Cr'), 'Rh', 'Ir'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Mg'}, {'Pt', 'Pd'}, {'Br', 'Cl'}, {'Br', 'N', 'Cl', 'H'}, {'O', 'C', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N'}, {'S', 'O', 'Se', 'C', 'H', 'N'}, {'W', 'Mo'}, {'Sm', 'Pr', 'Nd'}, {'Th', 'Si', 'Zr', np.str_('U'), 'Ti'}, {'Ba', np.str_('Sr'), np.str_('Ca')}, {'Tm', 'Eu', 'Yb', 'Sm', 'Y', 'Ce', 'Pr', 'Nd'}, {'O', 'C', 'N', 'H'}, {np.str_('Ga'), np.str_('In')}, {'Ta', np.str_('Nb')}, {np.str_('Bi'), np.str_('B')}, {'Er', 'Gd'}, {'Ta', np.str_('Nb'), 'As'}, {'S', 'O', 'C', 'H', 'N'}, {'Yb', 'Er', 'Gd'}, {'Br', 'C', 'Cl', 'H', 'N'}, {'Ge', np.str_('Te')}]"
1904,"[{'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Gd', 'Y', 'Ce', 'Pr', 'Nd'}, {np.str_('Th'), np.str_('Ge'), np.str_('Si'), np.str_('Zr'), np.str_('U'), np.str_('Ti')}, {'Cr', 'Rh', 'Ir'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Mg'}, {'Pt', 'Pd'}, {'P', 'Sb', 'Bi', 'As'}, {'Ta', 'V', 'Nb'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Cs', 'Rb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {np.str_('Ba'), np.str_('Sr'), np.str_('Ca')}, {np.str_('Os'), np.str_('Ru')}, {'W', 'Mo'}, {'P', 'Sb', 'As'}, {'Br', 'Cl'}, {'K', 'Na'}, {'Br', 'N', 'Cl', 'H'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Fe', 'Mg'}, {np.str_('Sc'), 'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Gd', 'Y', 'Ce', 'Pr', 'Nd'}, {np.str_('Au'), 'Ga', 'In', 'Al'}, {np.str_('Th'), np.str_('Si'), np.str_('Zr'), np.str_('U'), np.str_('Ti')}, {np.str_('Be'), np.str_('Pb')}]"
1905,"[{'Li', 'Na', 'K', 'Cs', 'Rb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Cs', 'Rb'}, {'Br', 'Cl'}, {'Br', 'N', 'Cl', 'H'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Ta', 'Nb'}, {'Os', 'Ru'}, {'Pt', 'Pd'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Fe'}, {'Sm', 'Pr', np.str_('La'), 'Nd'}, {'Tm', 'La', 'Eu', 'Yb', 'Sm', 'Gd', 'Y', 'Ce', 'Pr', 'Nd'}, {np.str_('Ba'), np.str_('Sr'), np.str_('Ca')}, {np.str_('Sn'), 'Pb'}, {np.str_('Zr'), np.str_('Ti'), np.str_('Si'), np.str_('Th')}, {'P', np.str_('Sb'), 'As'}, {'W', np.str_('Mo')}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Fe', 'Mg'}, {'Au', np.str_('Ga'), np.str_('In')}, {np.str_('Al'), np.str_('Cr'), 'Rh', 'Ir'}, {'Br', 'Cl', 'H', 'N', 'I'}, {'Cl', 'O', 'N', 'H'}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}]"
